"","pitcher","predicted_BF"
"104","518bf6df27af8bd8564af654262b56d28a34bfd4",238.612365722656
"105","33cb9dad28fb00c8167227482cf11a9cb74e23ef",147.45539855957
"106","3c7660be5e64c9406cfbc783d943d39ebfd06b1b",176.393630981445
"107","e3989cde4aae81ad0947a04c78b1b945fc910b72",130.115844726562
"108","b236d0b1a773f693cafff9d629b8c7bf426ef094",163.315841674805
"109","72713826853c909247a70ea8105fa14afb1eac31",193.445220947266
"110","a541a2973b76530ae727ff9bb33cbe134af302e1",158.038696289062
"111","62cb3f758cf1f27521cc87d367c32319fc957560",173.170303344727
"112","2d310aed9922aa4d8f64f102c753024d34182882",88.4447708129883
"113","1fc56dde27923c1f2c972c36262ed88a376f0c72",182.54997253418
"114","afdfadd420af8a174c67f227ae492ca37bc28c5d",203.750061035156
"115","3208487e36582aa22a103583d2ac63c766aca1a4",135.087142944336
"116","efd5a01af983f4e52d05d1ca7fa0181f44ec201d",157.21223449707
"117","c495dc66c50e7a713782349d5c7aef0b63850a4d",202.381469726562
"118","c2763fb4768cc867f4db3d31c3ef970bbc178dad",167.776428222656
"119","ed3e44cf8825bd6bd8e245ae32296bff5984aa48",175.079605102539
"120","958bc0d35b648d717058418350ffdd1cd16520d8",167.878845214844
"121","fdc8ed4157388a37b3cd5128343e4b5e22b41282",231.427291870117
"122","34294c5b512043e6f7ad920382ed06035f0982b8",335.472961425781
"123","793587fe9c1be3f0c7a27e768f7e54bf7d13ac1b",128.486724853516
"124","dc4721a955b712ffc546f09eea70c45c125058fd",170.606979370117
"125","4bb9e25a0e12691d2555bc4a4c91090fef093159",207.233642578125
"126","9db9f57f1c43b97b2992487e0571c89d726e76d0",210.198333740234
"127","4d51bd8495cf76a9e4bf42cd3d27b9901a5563ef",241.615112304688
"128","dcfc771f6b918ea321fc4743b486f5fbbd113d75",157.922988891602
"129","0c4f445f2fdffde759e980128f97f1ff82acab07",245.943740844727
"130","c142dc131919492588c31e1e803a04a4613bdcd9",100.900917053223
"131","165fd9b7358e92833b4563e3588f3aa3076f823c",182.90234375
"132","867fd26dcadcfa02afbb979b0a0d95f842629e5b",273.268737792969
"133","c03f64ce935ac1918ee28a90473d178e85f80cc8",205.310958862305
"134","e3efac74bcdb9764bb40c4007c5f87333d35a402",209.76106262207
"135","1be403d02e3fcf47e9abe57223a89f900c5eea3d",167.475692749023
"136","a5f4979b97b2f61c5539cd206bdddf51c14e489e",198.866683959961
"137","c3b87b4787e7c178e8bd6f84c6006ddc94c153dc",143.184448242188
"138","8385d8f483d01edb19652cda2c3e8859c97572df",194.066955566406
"139","210c8661194eec2c8657689de71dba9d49f2c6a9",191.509918212891
"140","9b178f0ce126ca72df209de29e6b5b49236dc6a4",127.805099487305
"141","9d1d3eb706cc040e7b2b4399ae24a0ab37d64484",73.3028717041016
"142","774e4ff835d935c622efdf74f11423022aa1aec9",112.105941772461
"143","8409ad37278a80cc08b0efc4ab62971a072fb03b",138.518325805664
"144","558693b14d63414c1b4c3263f131b0be7dee9682",171.353515625
"145","82a5ab8efccb2187f9e51097d6542c6145086310",154.913269042969
"146","7d73305e306705436ac4f31f8149a297d95b0040",366.404754638672
"147","7884ea053ee1a638cd6fa91c1f322f4dc0ca271d",183.460113525391
"148","9f799103002362dacde5a3a72b725b09e269e34a",161.207427978516
"149","bb2b1ca43ac26d5ead8de283f21aa6edcfabd606",139.070022583008
"150","f07b41156ca170c7f046cea60fc322c650989a1e",224.710418701172
"151","d99f033e9e448415fdf637209773beb68db918d4",115.65486907959
"152","8869aa36a4bc122f6e2237f7a80cf0aff39339d9",146.120864868164
"153","0f3d17ddf7bc6f4e5b6b2596398e2c2b58b32dd3",213.348861694336
"154","e6b06bbe4d1eba534dd81fedf76b804d5f5bd724",76.5647277832031
"155","1039ef0b36a4d7d4c2e9b7b6c2084b3cf99c11dc",251.627304077148
"156","bcfd4fde54fafaee3f528e136b8e0c506b8f805d",155.92057800293
"157","35ac892926cc593e5859e2dc743c776562ca312f",125.249801635742
"158","4cb747052eb96c4a0a1fa95bf4accdb22da837d5",229.092163085938
"159","aa8fc6498e64d483653ea6a5b72020a48f46863b",286.744445800781
"160","82403a7134c9abc780cee2b9806bea6095b5277d",276.744262695312
"161","a452b63757e97e908baad6557a89b85f23f0357d",189.957183837891
"162","6559861be08df170bd9870e04da13bf3e3b324de",174.584365844727
"163","8da31282e0a614fbe7699ac443789f1109ea1de6",122.963485717773
"164","df15ae33a11661f9016bba1d648d323c1318c5aa",160.82682800293
"165","cb37a3bcecc0511ad59fb5fa64037cd20c3d68aa",241.469345092773
"166","0bccd07bff3e0f57282fb145e0dd0cd1ffcaf438",146.18293762207
"167","384fa0cceb5a2708535d0ab6a69307779176a6cf",271.02587890625
"168","9796941558f36b8aa6fb6ddac8dbf46df6266990",257.950164794922
"169","14141a52599650ea070ed88943350830e7848cdf",143.099746704102
"170","5f42316eee010ae69049cb2bddb26933e60482c3",182.293579101562
"171","45be69e7dbc2d4b228aeb07ec08590cfdc6ff091",245.5107421875
"172","e77b26e0dbf26eaf941a853cfe18e276fa06dec6",231.45751953125
"173","78afc010a102a807d4aff7b6bdb091d3aa555481",253.13264465332
"174","dbe56adcdc76a74b0cfc490e4ab7a6a4f51d9afd",214.587371826172
"175","5b740a56489fb4d760c0586db33f0db04c04631b",313.795288085938
"176","cf844ba45063a7feb233e55f8bb750537ff7e297",235.068557739258
"177","f8b0239fce27c1311c3b48af9405ddf5abbe8de9",143.901885986328
"178","66ff81e5acc5fad8a39604b55a6dace7a4322618",174.30061340332
"179","35ee61646c04b642d8fb2cb054de9abe544e9341",208.576126098633
"180","539ba9ce9c572ce6d0a4352db7211b5286e3be05",184.785461425781
"181","d8238e9f91ffcc5a543bd448afee37023652dbf3",154.408538818359
"182","d853e7096c3c748b5722a0843ee6cbebc4b412ad",143.911041259766
"183","60db7990d2470e9d80d4e863047163e40c12ffea",105.473724365234
"184","0b7ac2052237fe7518844407df4c965305fae3a9",213.074462890625
"185","efe6534cd7ff125e43c44de73d496166fc80a20a",216.659133911133
"186","67f1f58459a3eac623952b8dda017a102fa7bb83",184.838607788086
"187","19a16a0f9bad918752029086cbc39e8d625d9514",260.438751220703
"188","15608e4490fbf0ac84909c6cb0e8a7f599aef167",99.6058807373047
"189","61f0abb6b23aa376a435e7c24ea262b8ef4fbe53",270.039093017578
"190","bf390796ca4b4a32d4f1d8acc8005b4f9f84cd42",156.464263916016
"191","788eb597e5c48dad59fd11c2e3bea241c2d2f768",109.579513549805
"192","68292058e461a6fe0ac64d8e5c79a6e59cf1f40a",154.574508666992
"193","74f22fceb707d091d74fd07c2e347a50dbe7749a",182.171325683594
"194","c00e08f69e44f658e28f00e67502f80be1afebe6",208.491470336914
"195","02704f6c055abbf858edfd3d220970ef99cb2212",186.390975952148
"196","13b9befb143cf1eb672fcc25df09efe896c18ad4",194.753234863281
"197","007dcc596b82af90fd37f3413e98812b87a6b305",179.070999145508
"198","9444bf4ffa108d92aa403cee88980f53698e4e5a",171.848022460938
"199","50c753a7d9d97cb204dfa0377065ef4afd9cb0d0",290.985046386719
"200","4e86a5520e59af47e8227162528ef10c87d60be5",147.519714355469
"201","04ab37677876a0a6cf841da7c735c8ec8288571a",183.972305297852
"202","bd2d4ed904336afedf4133388d24dd3ceb8ff4f2",201.701309204102
"203","2fef9b7f0623a9980280e266b740988f83855acf",109.360786437988
"204","2a706d34fdf633398c1bacfea10d942de9e2c9db",144.85791015625
"205","938e5bb30e5800a70dc405415d8f3f58eb11580d",103.264587402344
"206","5aabc59aa827d6a154a25d76bb30e9a4d658ac4a",155.783935546875
"207","d636652206acb1f885b4b81be07fb45c1a2cd856",144.983016967773
"208","8a53fa1a29bec52b1755b87bf287b5c08a0cc4ec",125.590621948242
"209","e00e77dbba2cb730b923a4150824f5bd936b71de",209.883224487305
"210","6e267969591972b6defbdcfffa3018611174561c",133.268844604492
"211","ca4e36c29e0ff45dbdd06a7312f6e625c68630a4",234.426849365234
"212","c15f054f57ed3ffcb6cc9c99fcca23ae286de2a7",146.697830200195
"213","5bf0b3dc96dfddcdc76c0ac6ed4f29ab7407c3dc",339.855377197266
"214","eb2459ce78a533085155bd79769938d2e04d2447",178.661529541016
"215","8271bb867b6ea45c9d3f26a5e40951bb693b2c64",203.87385559082
"216","34190fba310a52459744c4574d93853243ee9eca",206.735855102539
"217","2e3120e7f156fe8931942eb51d679d57dab7450c",137.98893737793
"218","55812e6987d1ee4d8845d2f23b90f4e408deba54",225.934982299805
"219","7e515479d347fbf48a942762c9c0d6297a09c98e",174.280990600586
"220","6f6072a62e0fe217b68dcc5224ebb53e1720b3d0",158.61296081543
"221","ddbdd3d3646ed154da0f3553575f5f7d7284e748",347.020660400391
"222","d6ea7ec203add98262fecc6989c0dd54da23e7be",157.097930908203
"223","9a1d0691f34a0c9c1899f3c29af36638cc7a8af6",115.522468566895
"224","0fea51e726b4331c7feee982dbfccf81ecd13b45",193.67350769043
"225","d24840465f8719cd1dfd9cd7c56ae2a1bdfe3299",212.60563659668
"226","eca62f9d7653d1e0e03e72d952aef97102bb2f6e",151.479568481445
"227","c5b613084af8b64c8922bb2df990af914b882a07",270.26513671875
"228","ad3c96b12eb524da639ce2a34c52cc10121452a5",131.665771484375
"229","b44b24f15557ba72ed6c35df9e14f6b79a63f12b",200.296691894531
"230","4a01571d492cc68f4c358fd97d8bb13d6708369c",163.304733276367
"231","a31ec46eb2c0f70981371bf166b15e9f4c94e364",284.174896240234
"232","c6020d12585d4a0d7b1babd840c54f37a9159aea",161.835968017578
"233","fb00d0f62df7e9b3b2a12745896515f4f1fe27f2",204.359146118164
"234","e91127a8554c36d7bc1e6a9d5a9ecfe96b285216",218.924880981445
"235","1bc75725f067aa7ab03a8352212c8e5fd4351038",192.109344482422
"236","c9191caf2334c0592da386bfc6ff7fc06fce4e86",122.480964660645
"237","f169028423937dadc0c6fc19ee3867f181e518fb",210.68098449707
"238","3d65b1ac983ce90ff1f21f56b627883affc7dad1",223.0185546875
"239","c13f95db5afb341104954184f96f12e5521956dd",196.465469360352
"240","1470b9d18de9aca99a1d42b2ab8f32baec7ecd3c",218.2451171875
"241","365f6657aadcb1a12e98f1bcd8c39a8772715437",227.132568359375
"242","ab71dcf08d90060a014826727a8caf6458706627",180.93815612793
"243","4b942210bb0f202df142e6c94390b855342bf89a",229.457168579102
"244","7b820bac99307b0a58773bc16dda0b51fd8a1268",284.220703125
"245","7abe25c99132dffd0d1bc6ad05098bd01ce7798a",203.676940917969
"246","1135f07053712b4212356258dd930c6e57fd16a5",269.7353515625
"247","c7bc0f6b0b2895c5de250976d07fae51957a2335",176.048110961914
"248","a0fdb43e8688b158286b5e776d98d4d3d620ed19",235.282318115234
"249","636e7ed10c3803e3303a441c05c8ba6721778e3c",218.477554321289
"250","cab03cee21c7f79d3d42ded107719eda72697b0d",173.10041809082
"251","1d740c776101050cefeca93cd8dda4e6b9e7cbc2",195.473373413086
"252","ff3b7d21e60c24b6e926e3ffc3fbeb78cc9e4057",160.377182006836
"253","990278b36b8614dcb6b7974b26da63dc286938dc",196.741241455078
"254","ca70f3adc579187aaae466e747a3cd8f9f9978ab",126.531265258789
"255","6b674f605a11a529c9d3bb18289730c05f532dc1",162.374282836914
"256","04c55b806675c5b5cc0e9fa9b5bcfa1447ffdd43",129.237213134766
"257","76a3cea57c1986a73eb8032e606fc06a6165317e",247.202545166016
"258","d455ef7c2485c9556dd0bc916e833870a50cd1f9",152.195999145508
"259","4b2e927b4779f66757c59a57a2e4ccad0f4e54f2",166.122543334961
"260","93a528aff0792888ccaa858efef87b7c74a8698d",88.0309371948242
"261","15c031ae969e2fad5ae5d52bf2ef2c357da8e78e",188.95491027832
"262","c1a74097ee56f5a547a20b2fafd43fb2c947c721",191.200927734375
"263","28dd38301fa9d75928bdbf245b8262c4bf7e02da",153.8369140625
"264","705a86ae9eebf0316b273ee63d164031a7b38ea2",204.690887451172
"265","bff2a57b9d1c56969f2f6fe7df797ed524158575",298.348876953125
"266","17922e663e4a55711428dc4599e10d8bf78f1748",235.345779418945
"267","827135b2373b76725e3861585e8180bbd1990e19",221.601928710938
"268","c415590b60bbf775f644c4cf1d973afb2a4a0bc9",146.835494995117
"269","a3dda6df5b40dafba0394d8f3bd23ac763e14c20",225.881927490234
"270","f61d04de319259ced1f7ad9071c8a46052f3c6bf",127.358787536621
"271","2e0bbe85d94cc8ad646e7b01f42776195c3fec5c",169.791641235352
"272","155168f6c29c329f20d476d9f6181bf8ee1e335b",105.386032104492
"273","da0e4f7e3e161ad3ab224d18237c1184d368bb12",181.621658325195
"274","bcfe3b7e6b498b243aa5c5ddcb81d57e0176d976",102.82804107666
"275","c3c959721c769aebc8c295ef57242f77d7924eb8",269.445068359375
"276","1d392fe0b1ce6c5acf9617caffaf58cbd4848115",178.672561645508
"277","4316daf1b387c166258117f89389ee7e5888d74f",100.421867370605
"278","f52b8fefae94c506d5ed9fd1849ed6b02579bed0",123.63451385498
"279","b6a6528f08a0e1f3667715817bd1b31609da0e6d",221.644195556641
"280","4fbf9ffac9fb0ef6c75292f040d9c867b6509522",210.551040649414
"281","dd39392221f0834743b9b6a1945438a800f44e55",140.405075073242
"282","d22cb49d1088bec45e9076cd35b6827ef7ae48d9",195.510437011719
"283","5b3c1b2b32ed07df86397c80422c56c65d064ec9",89.8086013793945
"284","492de788f10fbc34b985c762184850aed9acc2bc",192.627105712891
"285","e3c66979697a82539c3aa30f3e7fe4bf5d05d054",158.248245239258
"286","db540e374d305a17c5181aeae0ef0e6ba8f7460f",233.420791625977
"287","5f55cd7118d3da57163ced0872286209bd40fcd2",221.99543762207
"288","6efd5afb47ce031047a04a267397cf19941cbbc9",158.030334472656
"289","74add548f807153c464da02549e04a983be20e85",168.223175048828
"290","ecd0883f549069d5a9ad09ec65c336a640ce44af",154.503082275391
"291","128fe6dd25440763451e54ebbf3e946fc7dd735d",157.268295288086
"292","29be0196e90ec2730c66e14d9db7f44d9dc832a7",198.973846435547
"293","5425d5ec46ae422add2e04102b6d7c76fa67717e",117.061103820801
"294","e9f85b702620d55fde91b5f609a8dcac6d543564",144.282409667969
"295","e342659ae8cf97e465f435daa091afe352cd386d",186.247848510742
"296","504abe1db26bb46fb46ea7cff9ed18221feb6798",174.327850341797
"297","906d0f1dbd1ff88dbae6d7733db157d8fa38f403",353.800506591797
"298","a6f51b85cd183019c5cab6a1a9fd2c2550f7ba6a",202.910934448242
"299","25a0a4ca22cbf1a928e8d251085e8c85b9a76da8",162.313034057617
"300","651e83e10223cd815b67ad888008955753378194",136.142074584961
"301","6b3e4ef523bb2eb705557d97b5fa6736f967c36f",164.607727050781
"302","edcdf6c249486f992de4eab95e4ec8edd8a3d291",273.176818847656
"303","b5ed9d3854296cf9fc30c5751db3581e6f44df1b",197.825622558594
"304","134c7f74c7e9969b2974a197fd1401fafe07f254",200.713409423828
"305","a1a739abf8c2e0b800c45209bd433cc630c5cba6",146.063522338867
"306","4d801316246c7d503a144969e1754f7adc3c2c6a",115.520278930664
"307","9b04f93db5f5a3754eb397912a06ee1eb882a3a0",210.75700378418
"308","f32823328db49137389a1d19d0fcfdf8ff3186d0",158.162506103516
"309","25d33c0c5b34873586398df7c225e4ca44ad31fe",107.248649597168
"310","2b62a9e809d4cb29e0c7ade6c1ba064b6a2c7443",202.609802246094
"311","86bcae85b42e4632b6b1167f62009ae645bfc8f7",348.881408691406
"312","82a40516439b2c521bd17f809edbf05e2a311a0e",207.426788330078
"313","33d6d01286ab9b0c598290b753236b9454c28cd4",219.423568725586
"314","31ef0f4e5590e1a0197608885de3727a600d250e",204.733047485352
"315","e526486e637178a026eaf3cdd285d74da19c468c",107.93635559082
"316","27b2eba8ae0d45397910727bd67244fd77221377",169.11083984375
"317","2c06050c5104e14ea16b448cdb68c98c6fdb6022",233.264785766602
"318","33438ca2fdf93ff73b2e1bcc5da3058a04cf1661",165.904205322266
"319","831dd08bcf173f87d725e687efe4af29eed01d8a",220.205932617188
"320","f0a7436275d83e7c5e4dd09e9e365e227ddd1614",214.351486206055
"321","8ffc12422baf26cf276c1b0f0ad92fa8121b841a",254.703994750977
"322","84aac2aec4fcffded30577384d92145d99fc51d6",165.683227539062
"323","bd92860ce8fe7bb4ef198793f18a88a2e40b0054",132.158187866211
"324","bacc3c84803b819304c57688dfb61c94cce8ceb7",223.90412902832
"325","e51d89ee0934f89daa4e710d6d058e50cf6d6a82",169.992935180664
"326","3304ddb1ae3c28e484f383e6609fd35f1778ddf7",137.309204101562
"327","d3aa820c2ca2a65f108cbb8d0ddfef1085812772",134.037948608398
"328","87374499d18e2392f0df7a27a163881dfc228673",166.477615356445
"329","7a7cd62152117cfa72eb43fbc6f2cd9ea0d7dfc9",122.630172729492
"330","7230c97c8b9384eb94a12b60317489916c37fbdb",128.699966430664
"331","2c7d2bd4db2220cdd1fdb1c54666f304e91dcd88",182.003936767578
"332","7a891d3cff176ecd273e99f30daf952fdd346151",150.550186157227
"333","3a6d9db292d4f6c2f2eba69805e41a4a9fc943c7",210.663482666016
"334","534e777fdb87941c7bd9423f61368cabf9b79809",149.672454833984
"335","248107deaa8a879b2d8c74da6442181c3612f51f",103.600471496582
"336","f6a7de4f155d53a6d4bdcb1c22b94f37b8edf5c1",164.30158996582
"337","af44763fd7860785b03e049888412924280e99b0",133.063201904297
"338","cd9532b021820f7df2e01c77aa62b0b52f1f3260",223.098098754883
"339","c87195f443c8e3b4e92f3f0c982c6ab1c98eee92",155.05778503418
"340","f91d55f27ef319a0939c62926cc821d10fbc0845",322.750549316406
"341","c06d6d155e6af5b58b8d4332ebed7fd290783757",186.935150146484
"342","3cdaad7322b2ac55c62aacda23864a7afb856d5c",203.557723999023
"343","c6392379d4895e7d324dfc39bf26c47ca8863010",202.512283325195
"344","7a869940ecb54255628a3ab4eb54d88cfd605984",84.6268005371094
"345","5b4760b8d2b7c39074947e70e895536495789ef6",117.09912109375
"346","b3639a58be5e5ba74f462b1ddb80efc8e7a70400",188.19352722168
"347","fd196d255a75d336afcb350c92545843d7ba9757",117.612770080566
"348","5a59c785f420f8d4d21aca01c648f20237e26865",226.751388549805
"349","7d6a6204a80209b0f9d5036923bbbcab22c97e04",135.474136352539
"350","7b8d13e6fc498c285eac37c85e5d5b1da4d547f6",167.573364257812
"351","d7e45de0c719e476d9974304b7b7bbcace8ed4f7",113.951179504395
"352","228730d290ac32adc634c863565498ba3e65315c",108.380096435547
"353","e4e969721d39cddfa579b1f806b6e8435da1f655",165.859313964844
"354","43f3db5bca4b3384d9100cf4752feaff3b4d8848",157.671005249023
"355","c093e94c4a0e11a5dc388bf65cf8f9fd3a7365a4",168.341934204102
"356","4635310f519b5c2250c60992548a20e7d7275845",94.7372512817383
"357","a711f2186f216bb8560437868ddd1ca35fa940ed",174.941345214844
"358","56c38efc936ad92da986834cbca52c69e4cd182c",155.175048828125
"359","896fb5e83de7b25546af8c120208958822553154",228.511764526367
"360","6349b9a0890e67faa08934aa4a5e516352453722",119.632972717285
"361","2f1d4ce7cc99807afd0887a8c9726ae646c6ed1a",141.330337524414
"362","dd6c9bdedfa4c202e82a5c8f13beec54e8a883c9",121.702835083008
"363","0dcbca4048ffd0585754a1552531af9861cd28e8",220.726501464844
"364","3b5927cc7815c40a1062a5ce600b3306d13e0d31",189.349380493164
"365","130a6e40da12e430d119fe7faf0d0dc657170869",139.520614624023
"366","56edfc0a0cb6da94f5f2faa2aba4a13fe8c23550",217.509429931641
"367","ba8daab0a27147a0029a2084f2a14d46c30d9969",177.733901977539
"368","2876d7ae8d3417853e218ecad2bbb6677dec3114",201.806854248047
"369","a080e0fb6a8d34e09f1871e0c2440f2440620251",172.144485473633
"370","dfb1087433501b4180c7f5f457333446b4372d3b",178.392562866211
"371","b81c83a7bc78b236f741178465e4491ba63a2c53",170.920425415039
"372","ac724d2c4f528f54694485ea13fcd9bbb0db5ed0",113.907150268555
"373","aa7d8c9956e820e0687d1dd1ec6d9a2e1ccb973e",161.702362060547
"374","248532f110f5e501c3583e6d70cd31a693da33c6",205.392227172852
"375","a1e50048cc5485d7fec29b7622cd84e8e77107f0",232.53483581543
"376","9920dccea1bf96b7fd54eaf4c4da770cfa06bb11",168.132446289062
